set_id,item,file,family,width_ms,speaker,generator,key_left,key_right,boundary_sample,boundary_ms,boundary_phase_ms,level_gain,raw_peak,clipped
in00385,D_BF_w20,in00385__D_BF_w20.wav,D,20,LA_0038,none,LA_E_6580072,LA_E_1725200,18550,1159.375,19.375,1.0,0.00317,False
in00385,S_BF_w20,in00385__S_BF_w20.wav,S,20,LA_0038,none,LA_E_6580072,LA_E_1725200,18550,1159.375,19.375,0.251189,0.00429,False
in00385,C_BF_w60,in00385__C_BF_w60.wav,C,60,LA_0038,none,LA_E_6580072,LA_E_1725200,18550,1159.375,19.375,1.0,0.00317,False
in00385,D_BF_w60,in00385__D_BF_w60.wav,D,60,LA_0038,none,LA_E_6580072,LA_E_1725200,18550,1159.375,19.375,1.0,0.00317,False
in00385,S_BF_w60,in00385__S_BF_w60.wav,S,60,LA_0038,none,LA_E_6580072,LA_E_1725200,18550,1159.375,19.375,0.251189,0.00429,False
in00385,C_BF_w160,in00385__C_BF_w160.wav,C,160,LA_0038,none,LA_E_6580072,LA_E_1725200,18550,1159.375,19.375,1.0,0.00317,False
in00385,D_BF_w160,in00385__D_BF_w160.wav,D,160,LA_0038,none,LA_E_6580072,LA_E_1725200,18550,1159.375,19.375,1.0,0.00317,False
in00385,S_BF_w160,in00385__S_BF_w160.wav,S,160,LA_0038,none,LA_E_6580072,LA_E_1725200,18550,1159.375,19.375,0.251189,0.00429,False
in00386,P_BF,in00386__P_BF.wav,P,0,LA_0056,none,LA_E_5955665,LA_E_6606861,21651,1353.1875,13.1875,1.0,0.44882,False
in00386,C_BF_w0,in00386__C_BF_w0.wav,C,0,LA_0056,none,LA_E_5955665,LA_E_6606861,21651,1353.1875,13.1875,1.0,0.44882,False
in00386,D_BF_w0,in00386__D_BF_w0.wav,D,0,LA_0056,none,LA_E_5955665,LA_E_6606861,21651,1353.1875,13.1875,1.0,0.44882,False
in00386,S_BF_w0,in00386__S_BF_w0.wav,S,0,LA_0056,none,LA_E_5955665,LA_E_6606861,21651,1353.1875,13.1875,0.825612,0.3568,False
in00386,C_BF_w20,in00386__C_BF_w20.wav,C,20,LA_0056,none,LA_E_5955665,LA_E_6606861,21651,1353.1875,13.1875,1.0,0.44882,False
in00386,D_BF_w20,in00386__D_BF_w20.wav,D,20,LA_0056,none,LA_E_5955665,LA_E_6606861,21651,1353.1875,13.1875,1.0,0.44882,False
in00386,S_BF_w20,in00386__S_BF_w20.wav,S,20,LA_0056,none,LA_E_5955665,LA_E_6606861,21651,1353.1875,13.1875,0.825612,0.3568,False
in00386,C_BF_w60,in00386__C_BF_w60.wav,C,60,LA_0056,none,LA_E_5955665,LA_E_6606861,21651,1353.1875,13.1875,1.0,0.44882,False
in00386,D_BF_w60,in00386__D_BF_w60.wav,D,60,LA_0056,none,LA_E_5955665,LA_E_6606861,21651,1353.1875,13.1875,1.0,0.44882,False
in00386,S_BF_w60,in00386__S_BF_w60.wav,S,60,LA_0056,none,LA_E_5955665,LA_E_6606861,21651,1353.1875,13.1875,0.825612,0.3568,False
in00386,C_BF_w160,in00386__C_BF_w160.wav,C,160,LA_0056,none,LA_E_5955665,LA_E_6606861,21651,1353.1875,13.1875,1.0,0.44882,False
in00386,D_BF_w160,in00386__D_BF_w160.wav,D,160,LA_0056,none,LA_E_5955665,LA_E_6606861,21651,1353.1875,13.1875,1.0,0.44882,False
in00386,S_BF_w160,in00386__S_BF_w160.wav,S,160,LA_0056,none,LA_E_5955665,LA_E_6606861,21651,1353.1875,13.1875,0.825612,0.3568,False
in00387,P_BF,in00387__P_BF.wav,P,0,LA_0022,none,LA_E_6780298,LA_E_8224670,15459,966.1875,6.1875,1.0,0.38995,False
in00387,C_BF_w0,in00387__C_BF_w0.wav,C,0,LA_0022,none,LA_E_6780298,LA_E_8224670,15459,966.1875,6.1875,1.0,0.38995,False
in00387,D_BF_w0,in00387__D_BF_w0.wav,D,0,LA_0022,none,LA_E_6780298,LA_E_8224670,15459,966.1875,6.1875,1.0,0.38995,False
in00387,S_BF_w0,in00387__S_BF_w0.wav,S,0,LA_0022,none,LA_E_6780298,LA_E_8224670,15459,966.1875,6.1875,0.847564,0.45498,False
in00387,C_BF_w20,in00387__C_BF_w20.wav,C,20,LA_0022,none,LA_E_6780298,LA_E_8224670,15459,966.1875,6.1875,1.0,0.38995,False
in00387,D_BF_w20,in00387__D_BF_w20.wav,D,20,LA_0022,none,LA_E_6780298,LA_E_8224670,15459,966.1875,6.1875,1.0,0.38995,False
in00387,S_BF_w20,in00387__S_BF_w20.wav,S,20,LA_0022,none,LA_E_6780298,LA_E_8224670,15459,966.1875,6.1875,0.847564,0.45498,False
in00387,C_BF_w60,in00387__C_BF_w60.wav,C,60,LA_0022,none,LA_E_6780298,LA_E_8224670,15459,966.1875,6.1875,1.0,0.38995,False
in00387,D_BF_w60,in00387__D_BF_w60.wav,D,60,LA_0022,none,LA_E_6780298,LA_E_8224670,15459,966.1875,6.1875,1.0,0.38995,False
in00387,S_BF_w60,in00387__S_BF_w60.wav,S,60,LA_0022,none,LA_E_6780298,LA_E_8224670,15459,966.1875,6.1875,0.847564,0.45498,False
in00387,C_BF_w160,in00387__C_BF_w160.wav,C,160,LA_0022,none,LA_E_6780298,LA_E_8224670,15459,966.1875,6.1875,1.0,0.38995,False
in00387,D_BF_w160,in00387__D_BF_w160.wav,D,160,LA_0022,none,LA_E_6780298,LA_E_8224670,15459,966.1875,6.1875,1.0,0.38995,False
in00387,S_BF_w160,in00387__S_BF_w160.wav,S,160,LA_0022,none,LA_E_6780298,LA_E_8224670,15459,966.1875,6.1875,0.847564,0.45498,False
in00388,P_BF,in00388__P_BF.wav,P,0,LA_0030,none,LA_E_5849185,LA_E_3651064,24203,1512.6875,12.6875,1.0,0.44733,False
in00388,C_BF_w0,in00388__C_BF_w0.wav,C,0,LA_0030,none,LA_E_5849185,LA_E_3651064,24203,1512.6875,12.6875,1.0,0.44733,False
in00388,D_BF_w0,in00388__D_BF_w0.wav,D,0,LA_0030,none,LA_E_5849185,LA_E_3651064,24203,1512.6875,12.6875,1.0,0.44733,False
in00388,S_BF_w0,in00388__S_BF_w0.wav,S,0,LA_0030,none,LA_E_5849185,LA_E_3651064,24203,1512.6875,12.6875,0.878407,0.03801,False
in00388,C_BF_w20,in00388__C_BF_w20.wav,C,20,LA_0030,none,LA_E_5849185,LA_E_3651064,24203,1512.6875,12.6875,1.0,0.44733,False
in00388,D_BF_w20,in00388__D_BF_w20.wav,D,20,LA_0030,none,LA_E_5849185,LA_E_3651064,24203,1512.6875,12.6875,1.0,0.44733,False
in00388,S_BF_w20,in00388__S_BF_w20.wav,S,20,LA_0030,none,LA_E_5849185,LA_E_3651064,24203,1512.6875,12.6875,0.878407,0.03801,False
in00388,C_BF_w60,in00388__C_BF_w60.wav,C,60,LA_0030,none,LA_E_5849185,LA_E_3651064,24203,1512.6875,12.6875,1.0,0.44733,False
in00388,D_BF_w60,in00388__D_BF_w60.wav,D,60,LA_0030,none,LA_E_5849185,LA_E_3651064,24203,1512.6875,12.6875,1.0,0.44733,False
in00388,S_BF_w60,in00388__S_BF_w60.wav,S,60,LA_0030,none,LA_E_5849185,LA_E_3651064,24203,1512.6875,12.6875,0.878407,0.03801,False
in00388,C_BF_w160,in00388__C_BF_w160.wav,C,160,LA_0030,none,LA_E_5849185,LA_E_3651064,24203,1512.6875,12.6875,1.0,0.44733,False
in00388,D_BF_w160,in00388__D_BF_w160.wav,D,160,LA_0030,none,LA_E_5849185,LA_E_3651064,24203,1512.6875,12.6875,1.0,0.44733,False
in00388,S_BF_w160,in00388__S_BF_w160.wav,S,160,LA_0030,none,LA_E_5849185,LA_E_3651064,24203,1512.6875,12.6875,0.878407,0.03801,False
in00389,P_BF,in00389__P_BF.wav,P,0,LA_0022,none,LA_E_8395746,LA_E_7238684,30196,1887.25,7.25,1.0,0.44666,False
in00389,C_BF_w0,in00389__C_BF_w0.wav,C,0,LA_0022,none,LA_E_8395746,LA_E_7238684,30196,1887.25,7.25,1.0,0.44666,False
in00389,D_BF_w0,in00389__D_BF_w0.wav,D,0,LA_0022,none,LA_E_8395746,LA_E_7238684,30196,1887.25,7.25,1.0,0.44666,False
in00389,S_BF_w0,in00389__S_BF_w0.wav,S,0,LA_0022,none,LA_E_8395746,LA_E_7238684,30196,1887.25,7.25,1.00418,0.44666,False
in00389,C_BF_w20,in00389__C_BF_w20.wav,C,20,LA_0022,none,LA_E_8395746,LA_E_7238684,30196,1887.25,7.25,1.0,0.44666,False
in00389,D_BF_w20,in00389__D_BF_w20.wav,D,20,LA_0022,none,LA_E_8395746,LA_E_7238684,30196,1887.25,7.25,1.0,0.44666,False
in00389,S_BF_w20,in00389__S_BF_w20.wav,S,20,LA_0022,none,LA_E_8395746,LA_E_7238684,30196,1887.25,7.25,1.00418,0.44666,False
in00389,C_BF_w60,in00389__C_BF_w60.wav,C,60,LA_0022,none,LA_E_8395746,LA_E_7238684,30196,1887.25,7.25,1.0,0.44666,False
in00389,D_BF_w60,in00389__D_BF_w60.wav,D,60,LA_0022,none,LA_E_8395746,LA_E_7238684,30196,1887.25,7.25,1.0,0.44666,False
in00389,S_BF_w60,in00389__S_BF_w60.wav,S,60,LA_0022,none,LA_E_8395746,LA_E_7238684,30196,1887.25,7.25,1.00418,0.44666,False
in00389,C_BF_w160,in00389__C_BF_w160.wav,C,160,LA_0022,none,LA_E_8395746,LA_E_7238684,30196,1887.25,7.25,1.0,0.44666,False
in00389,D_BF_w160,in00389__D_BF_w160.wav,D,160,LA_0022,none,LA_E_8395746,LA_E_7238684,30196,1887.25,7.25,1.0,0.4144,False
in00389,S_BF_w160,in00389__S_BF_w160.wav,S,160,LA_0022,none,LA_E_8395746,LA_E_7238684,30196,1887.25,7.25,1.00418,0.4144,False
in00390,P_BF,in00390__P_BF.wav,P,0,LA_0056,none,LA_E_2240603,LA_E_7522372,21645,1352.8125,12.8125,1.0,0.51199,False
in00390,C_BF_w0,in00390__C_BF_w0.wav,C,0,LA_0056,none,LA_E_2240603,LA_E_7522372,21645,1352.8125,12.8125,1.0,0.51199,False
in00390,D_BF_w0,in00390__D_BF_w0.wav,D,0,LA_0056,none,LA_E_2240603,LA_E_7522372,21645,1352.8125,12.8125,1.0,0.51199,False
in00390,S_BF_w0,in00390__S_BF_w0.wav,S,0,LA_0056,none,LA_E_2240603,LA_E_7522372,21645,1352.8125,12.8125,1.032554,0.51199,False
in00390,C_BF_w20,in00390__C_BF_w20.wav,C,20,LA_0056,none,LA_E_2240603,LA_E_7522372,21645,1352.8125,12.8125,1.0,0.51199,False
in00390,D_BF_w20,in00390__D_BF_w20.wav,D,20,LA_0056,none,LA_E_2240603,LA_E_7522372,21645,1352.8125,12.8125,1.0,0.51199,False
in00390,S_BF_w20,in00390__S_BF_w20.wav,S,20,LA_0056,none,LA_E_2240603,LA_E_7522372,21645,1352.8125,12.8125,1.032554,0.51199,False
in00390,C_BF_w60,in00390__C_BF_w60.wav,C,60,LA_0056,none,LA_E_2240603,LA_E_7522372,21645,1352.8125,12.8125,1.0,0.51199,False
in00390,D_BF_w60,in00390__D_BF_w60.wav,D,60,LA_0056,none,LA_E_2240603,LA_E_7522372,21645,1352.8125,12.8125,1.0,0.51199,False
in00390,S_BF_w60,in00390__S_BF_w60.wav,S,60,LA_0056,none,LA_E_2240603,LA_E_7522372,21645,1352.8125,12.8125,1.032554,0.51199,False
in00390,C_BF_w160,in00390__C_BF_w160.wav,C,160,LA_0056,none,LA_E_2240603,LA_E_7522372,21645,1352.8125,12.8125,1.0,0.51199,False
in00390,D_BF_w160,in00390__D_BF_w160.wav,D,160,LA_0056,none,LA_E_2240603,LA_E_7522372,21645,1352.8125,12.8125,1.0,0.51199,False
in00390,S_BF_w160,in00390__S_BF_w160.wav,S,160,LA_0056,none,LA_E_2240603,LA_E_7522372,21645,1352.8125,12.8125,1.032554,0.51199,False
in00391,P_BF,in00391__P_BF.wav,P,0,LA_0046,none,LA_E_5704375,LA_E_9549887,16776,1048.5,8.5,1.0,0.58109,False
in00391,C_BF_w0,in00391__C_BF_w0.wav,C,0,LA_0046,none,LA_E_5704375,LA_E_9549887,16776,1048.5,8.5,1.0,0.58109,False
in00391,D_BF_w0,in00391__D_BF_w0.wav,D,0,LA_0046,none,LA_E_5704375,LA_E_9549887,16776,1048.5,8.5,1.0,0.58109,False
in00391,S_BF_w0,in00391__S_BF_w0.wav,S,0,LA_0046,none,LA_E_5704375,LA_E_9549887,16776,1048.5,8.5,0.975912,0.55628,False
in00391,C_BF_w20,in00391__C_BF_w20.wav,C,20,LA_0046,none,LA_E_5704375,LA_E_9549887,16776,1048.5,8.5,1.0,0.58109,False
in00391,D_BF_w20,in00391__D_BF_w20.wav,D,20,LA_0046,none,LA_E_5704375,LA_E_9549887,16776,1048.5,8.5,1.0,0.58109,False
in00391,S_BF_w20,in00391__S_BF_w20.wav,S,20,LA_0046,none,LA_E_5704375,LA_E_9549887,16776,1048.5,8.5,0.975912,0.55628,False
in00391,C_BF_w60,in00391__C_BF_w60.wav,C,60,LA_0046,none,LA_E_5704375,LA_E_9549887,16776,1048.5,8.5,1.0,0.58109,False
in00391,D_BF_w60,in00391__D_BF_w60.wav,D,60,LA_0046,none,LA_E_5704375,LA_E_9549887,16776,1048.5,8.5,1.0,0.58109,False
in00391,S_BF_w60,in00391__S_BF_w60.wav,S,60,LA_0046,none,LA_E_5704375,LA_E_9549887,16776,1048.5,8.5,0.975912,0.55628,False
in00391,C_BF_w160,in00391__C_BF_w160.wav,C,160,LA_0046,none,LA_E_5704375,LA_E_9549887,16776,1048.5,8.5,1.0,0.58109,False
in00391,D_BF_w160,in00391__D_BF_w160.wav,D,160,LA_0046,none,LA_E_5704375,LA_E_9549887,16776,1048.5,8.5,1.0,0.58109,False
in00391,S_BF_w160,in00391__S_BF_w160.wav,S,160,LA_0046,none,LA_E_5704375,LA_E_9549887,16776,1048.5,8.5,0.975912,0.55628,False
in00392,P_BF,in00392__P_BF.wav,P,0,LA_0022,none,LA_E_7514736,LA_E_2277207,28179,1761.1875,1.1875,1.0,0.48425,False
in00392,C_BF_w0,in00392__C_BF_w0.wav,C,0,LA_0022,none,LA_E_7514736,LA_E_2277207,28179,1761.1875,1.1875,1.0,0.48425,False
in00392,D_BF_w0,in00392__D_BF_w0.wav,D,0,LA_0022,none,LA_E_7514736,LA_E_2277207,28179,1761.1875,1.1875,1.0,0.48425,False
in00392,S_BF_w0,in00392__S_BF_w0.wav,S,0,LA_0022,none,LA_E_7514736,LA_E_2277207,28179,1761.1875,1.1875,0.872247,0.55442,False
in00392,C_BF_w20,in00392__C_BF_w20.wav,C,20,LA_0022,none,LA_E_7514736,LA_E_2277207,28179,1761.1875,1.1875,1.0,0.48425,False
in00392,D_BF_w20,in00392__D_BF_w20.wav,D,20,LA_0022,none,LA_E_7514736,LA_E_2277207,28179,1761.1875,1.1875,1.0,0.48425,False
in00392,S_BF_w20,in00392__S_BF_w20.wav,S,20,LA_0022,none,LA_E_7514736,LA_E_2277207,28179,1761.1875,1.1875,0.872247,0.55442,False
in00392,C_BF_w60,in00392__C_BF_w60.wav,C,60,LA_0022,none,LA_E_7514736,LA_E_2277207,28179,1761.1875,1.1875,1.0,0.48425,False
in00392,D_BF_w60,in00392__D_BF_w60.wav,D,60,LA_0022,none,LA_E_7514736,LA_E_2277207,28179,1761.1875,1.1875,1.0,0.48425,False
in00392,S_BF_w60,in00392__S_BF_w60.wav,S,60,LA_0022,none,LA_E_7514736,LA_E_2277207,28179,1761.1875,1.1875,0.872247,0.55442,False
in00392,C_BF_w160,in00392__C_BF_w160.wav,C,160,LA_0022,none,LA_E_7514736,LA_E_2277207,28179,1761.1875,1.1875,1.0,0.48425,False
in00392,D_BF_w160,in00392__D_BF_w160.wav,D,160,LA_0022,none,LA_E_7514736,LA_E_2277207,28179,1761.1875,1.1875,1.0,0.48425,False
in00392,S_BF_w160,in00392__S_BF_w160.wav,S,160,LA_0022,none,LA_E_7514736,LA_E_2277207,28179,1761.1875,1.1875,0.872247,0.55442,False
in00393,P_BF,in00393__P_BF.wav,P,0,LA_0068,none,LA_E_7445981,LA_E_8727258,33573,2098.3125,18.3125,1.0,0.51523,False
in00393,C_BF_w0,in00393__C_BF_w0.wav,C,0,LA_0068,none,LA_E_7445981,LA_E_8727258,33573,2098.3125,18.3125,1.0,0.51523,False
in00393,D_BF_w0,in00393__D_BF_w0.wav,D,0,LA_0068,none,LA_E_7445981,LA_E_8727258,33573,2098.3125,18.3125,1.0,0.51523,False
in00393,S_BF_w0,in00393__S_BF_w0.wav,S,0,LA_0068,none,LA_E_7445981,LA_E_8727258,33573,2098.3125,18.3125,1.230712,0.51523,False
in00393,C_BF_w20,in00393__C_BF_w20.wav,C,20,LA_0068,none,LA_E_7445981,LA_E_8727258,33573,2098.3125,18.3125,1.0,0.51523,False
in00393,D_BF_w20,in00393__D_BF_w20.wav,D,20,LA_0068,none,LA_E_7445981,LA_E_8727258,33573,2098.3125,18.3125,1.0,0.51523,False
in00393,S_BF_w20,in00393__S_BF_w20.wav,S,20,LA_0068,none,LA_E_7445981,LA_E_8727258,33573,2098.3125,18.3125,1.230712,0.51523,False
in00393,C_BF_w60,in00393__C_BF_w60.wav,C,60,LA_0068,none,LA_E_7445981,LA_E_8727258,33573,2098.3125,18.3125,1.0,0.51523,False
in00393,D_BF_w60,in00393__D_BF_w60.wav,D,60,LA_0068,none,LA_E_7445981,LA_E_8727258,33573,2098.3125,18.3125,1.0,0.51523,False
in00393,S_BF_w60,in00393__S_BF_w60.wav,S,60,LA_0068,none,LA_E_7445981,LA_E_8727258,33573,2098.3125,18.3125,1.230712,0.51523,False
in00393,C_BF_w160,in00393__C_BF_w160.wav,C,160,LA_0068,none,LA_E_7445981,LA_E_8727258,33573,2098.3125,18.3125,1.0,0.51523,False
in00393,D_BF_w160,in00393__D_BF_w160.wav,D,160,LA_0068,none,LA_E_7445981,LA_E_8727258,33573,2098.3125,18.3125,1.0,0.51523,False
in00393,S_BF_w160,in00393__S_BF_w160.wav,S,160,LA_0068,none,LA_E_7445981,LA_E_8727258,33573,2098.3125,18.3125,1.230712,0.51523,False
in00394,P_BF,in00394__P_BF.wav,P,0,LA_0068,none,LA_E_5524230,LA_E_1486783,24895,1555.9375,15.9375,1.0,0.25079,False
in00394,C_BF_w0,in00394__C_BF_w0.wav,C,0,LA_0068,none,LA_E_5524230,LA_E_1486783,24895,1555.9375,15.9375,1.0,0.25079,False
in00394,D_BF_w0,in00394__D_BF_w0.wav,D,0,LA_0068,none,LA_E_5524230,LA_E_1486783,24895,1555.9375,15.9375,1.0,0.41397,False
in00394,S_BF_w0,in00394__S_BF_w0.wav,S,0,LA_0068,none,LA_E_5524230,LA_E_1486783,24895,1555.9375,15.9375,0.251189,0.12017,False
in00394,C_BF_w20,in00394__C_BF_w20.wav,C,20,LA_0068,none,LA_E_5524230,LA_E_1486783,24895,1555.9375,15.9375,1.0,0.25079,False
in00394,D_BF_w20,in00394__D_BF_w20.wav,D,20,LA_0068,none,LA_E_5524230,LA_E_1486783,24895,1555.9375,15.9375,1.0,0.41397,False
in00394,S_BF_w20,in00394__S_BF_w20.wav,S,20,LA_0068,none,LA_E_5524230,LA_E_1486783,24895,1555.9375,15.9375,0.251189,0.12017,False
in00394,C_BF_w60,in00394__C_BF_w60.wav,C,60,LA_0068,none,LA_E_5524230,LA_E_1486783,24895,1555.9375,15.9375,1.0,0.25079,False
in00394,D_BF_w60,in00394__D_BF_w60.wav,D,60,LA_0068,none,LA_E_5524230,LA_E_1486783,24895,1555.9375,15.9375,1.0,0.41397,False
in00394,S_BF_w60,in00394__S_BF_w60.wav,S,60,LA_0068,none,LA_E_5524230,LA_E_1486783,24895,1555.9375,15.9375,0.251189,0.12017,False
in00394,C_BF_w160,in00394__C_BF_w160.wav,C,160,LA_0068,none,LA_E_5524230,LA_E_1486783,24895,1555.9375,15.9375,1.0,0.25079,False
in00394,D_BF_w160,in00394__D_BF_w160.wav,D,160,LA_0068,none,LA_E_5524230,LA_E_1486783,24895,1555.9375,15.9375,1.0,0.41397,False
in00394,S_BF_w160,in00394__S_BF_w160.wav,S,160,LA_0068,none,LA_E_5524230,LA_E_1486783,24895,1555.9375,15.9375,0.251189,0.12017,False
in00395,P_BF,in00395__P_BF.wav,P,0,LA_0009,none,LA_E_5145258,LA_E_3464827,16879,1054.9375,14.9375,1.0,0.46298,False
in00395,C_BF_w0,in00395__C_BF_w0.wav,C,0,LA_0009,none,LA_E_5145258,LA_E_3464827,16879,1054.9375,14.9375,1.0,0.46298,False
in00395,D_BF_w0,in00395__D_BF_w0.wav,D,0,LA_0009,none,LA_E_5145258,LA_E_3464827,16879,1054.9375,14.9375,1.0,0.46298,False
in00395,S_BF_w0,in00395__S_BF_w0.wav,S,0,LA_0009,none,LA_E_5145258,LA_E_3464827,16879,1054.9375,14.9375,0.876721,0.48794,False
in00395,C_BF_w20,in00395__C_BF_w20.wav,C,20,LA_0009,none,LA_E_5145258,LA_E_3464827,16879,1054.9375,14.9375,1.0,0.46298,False
in00395,D_BF_w20,in00395__D_BF_w20.wav,D,20,LA_0009,none,LA_E_5145258,LA_E_3464827,16879,1054.9375,14.9375,1.0,0.46298,False
in00395,S_BF_w20,in00395__S_BF_w20.wav,S,20,LA_0009,none,LA_E_5145258,LA_E_3464827,16879,1054.9375,14.9375,0.876721,0.48794,False
in00395,C_BF_w60,in00395__C_BF_w60.wav,C,60,LA_0009,none,LA_E_5145258,LA_E_3464827,16879,1054.9375,14.9375,1.0,0.46298,False
in00395,D_BF_w60,in00395__D_BF_w60.wav,D,60,LA_0009,none,LA_E_5145258,LA_E_3464827,16879,1054.9375,14.9375,1.0,0.46298,False
in00395,S_BF_w60,in00395__S_BF_w60.wav,S,60,LA_0009,none,LA_E_5145258,LA_E_3464827,16879,1054.9375,14.9375,0.876721,0.48794,False
in00395,C_BF_w160,in00395__C_BF_w160.wav,C,160,LA_0009,none,LA_E_5145258,LA_E_3464827,16879,1054.9375,14.9375,1.0,0.46298,False
in00395,D_BF_w160,in00395__D_BF_w160.wav,D,160,LA_0009,none,LA_E_5145258,LA_E_3464827,16879,1054.9375,14.9375,1.0,0.46298,False
in00395,S_BF_w160,in00395__S_BF_w160.wav,S,160,LA_0009,none,LA_E_5145258,LA_E_3464827,16879,1054.9375,14.9375,0.876721,0.48794,False
in00396,P_BF,in00396__P_BF.wav,P,0,LA_0022,none,LA_E_7023214,LA_E_1419507,28698,1793.625,13.625,1.0,0.51999,False
in00396,C_BF_w0,in00396__C_BF_w0.wav,C,0,LA_0022,none,LA_E_7023214,LA_E_1419507,28698,1793.625,13.625,1.0,0.51999,False
in00396,D_BF_w0,in00396__D_BF_w0.wav,D,0,LA_0022,none,LA_E_7023214,LA_E_1419507,28698,1793.625,13.625,1.0,0.51999,False
in00396,S_BF_w0,in00396__S_BF_w0.wav,S,0,LA_0022,none,LA_E_7023214,LA_E_1419507,28698,1793.625,13.625,1.066238,0.51999,False
in00396,C_BF_w20,in00396__C_BF_w20.wav,C,20,LA_0022,none,LA_E_7023214,LA_E_1419507,28698,1793.625,13.625,1.0,0.51999,False
in00396,D_BF_w20,in00396__D_BF_w20.wav,D,20,LA_0022,none,LA_E_7023214,LA_E_1419507,28698,1793.625,13.625,1.0,0.51999,False
in00396,S_BF_w20,in00396__S_BF_w20.wav,S,20,LA_0022,none,LA_E_7023214,LA_E_1419507,28698,1793.625,13.625,1.066238,0.51999,False
in00396,C_BF_w60,in00396__C_BF_w60.wav,C,60,LA_0022,none,LA_E_7023214,LA_E_1419507,28698,1793.625,13.625,1.0,0.51999,False
in00396,D_BF_w60,in00396__D_BF_w60.wav,D,60,LA_0022,none,LA_E_7023214,LA_E_1419507,28698,1793.625,13.625,1.0,0.51999,False
in00396,S_BF_w60,in00396__S_BF_w60.wav,S,60,LA_0022,none,LA_E_7023214,LA_E_1419507,28698,1793.625,13.625,1.066238,0.51999,False
in00396,C_BF_w160,in00396__C_BF_w160.wav,C,160,LA_0022,none,LA_E_7023214,LA_E_1419507,28698,1793.625,13.625,1.0,0.51999,False
in00396,D_BF_w160,in00396__D_BF_w160.wav,D,160,LA_0022,none,LA_E_7023214,LA_E_1419507,28698,1793.625,13.625,1.0,0.51999,False
in00396,S_BF_w160,in00396__S_BF_w160.wav,S,160,LA_0022,none,LA_E_7023214,LA_E_1419507,28698,1793.625,13.625,1.066238,0.51999,False
in00397,P_BF,in00397__P_BF.wav,P,0,LA_0022,none,LA_E_3801231,LA_E_2184323,14932,933.25,13.25,1.0,0.67404,False
in00397,C_BF_w0,in00397__C_BF_w0.wav,C,0,LA_0022,none,LA_E_3801231,LA_E_2184323,14932,933.25,13.25,1.0,0.67404,False
in00397,D_BF_w0,in00397__D_BF_w0.wav,D,0,LA_0022,none,LA_E_3801231,LA_E_2184323,14932,933.25,13.25,1.0,0.67404,False
in00397,S_BF_w0,in00397__S_BF_w0.wav,S,0,LA_0022,none,LA_E_3801231,LA_E_2184323,14932,933.25,13.25,0.857484,0.53232,False
in00397,C_BF_w20,in00397__C_BF_w20.wav,C,20,LA_0022,none,LA_E_3801231,LA_E_2184323,14932,933.25,13.25,1.0,0.67404,False
in00397,D_BF_w20,in00397__D_BF_w20.wav,D,20,LA_0022,none,LA_E_3801231,LA_E_2184323,14932,933.25,13.25,1.0,0.67404,False
in00397,S_BF_w20,in00397__S_BF_w20.wav,S,20,LA_0022,none,LA_E_3801231,LA_E_2184323,14932,933.25,13.25,0.857484,0.53232,False
in00397,C_BF_w60,in00397__C_BF_w60.wav,C,60,LA_0022,none,LA_E_3801231,LA_E_2184323,14932,933.25,13.25,1.0,0.67404,False
in00397,D_BF_w60,in00397__D_BF_w60.wav,D,60,LA_0022,none,LA_E_3801231,LA_E_2184323,14932,933.25,13.25,1.0,0.67404,False
in00397,S_BF_w60,in00397__S_BF_w60.wav,S,60,LA_0022,none,LA_E_3801231,LA_E_2184323,14932,933.25,13.25,0.857484,0.53232,False
in00397,C_BF_w160,in00397__C_BF_w160.wav,C,160,LA_0022,none,LA_E_3801231,LA_E_2184323,14932,933.25,13.25,1.0,0.67404,False
in00397,D_BF_w160,in00397__D_BF_w160.wav,D,160,LA_0022,none,LA_E_3801231,LA_E_2184323,14932,933.25,13.25,1.0,0.67404,False
in00397,S_BF_w160,in00397__S_BF_w160.wav,S,160,LA_0022,none,LA_E_3801231,LA_E_2184323,14932,933.25,13.25,0.857484,0.53232,False
in00398,P_BF,in00398__P_BF.wav,P,0,LA_0035,none,LA_E_5422969,LA_E_7875096,16737,1046.0625,6.0625,1.0,0.43915,False
in00398,C_BF_w0,in00398__C_BF_w0.wav,C,0,LA_0035,none,LA_E_5422969,LA_E_7875096,16737,1046.0625,6.0625,1.0,0.43915,False
in00398,D_BF_w0,in00398__D_BF_w0.wav,D,0,LA_0035,none,LA_E_5422969,LA_E_7875096,16737,1046.0625,6.0625,1.0,0.43915,False
in00398,S_BF_w0,in00398__S_BF_w0.wav,S,0,LA_0035,none,LA_E_5422969,LA_E_7875096,16737,1046.0625,6.0625,0.896096,0.33965,False
in00398,C_BF_w20,in00398__C_BF_w20.wav,C,20,LA_0035,none,LA_E_5422969,LA_E_7875096,16737,1046.0625,6.0625,1.0,0.43915,False
in00398,D_BF_w20,in00398__D_BF_w20.wav,D,20,LA_0035,none,LA_E_5422969,LA_E_7875096,16737,1046.0625,6.0625,1.0,0.43915,False
in00398,S_BF_w20,in00398__S_BF_w20.wav,S,20,LA_0035,none,LA_E_5422969,LA_E_7875096,16737,1046.0625,6.0625,0.896096,0.33965,False
